"","mzmed","rtmed","FC","logFC","p.val.adj.DISEASE.CTR","threshold","FC.1","logFC.1","p.val.adj.TREATMENT.DISEASE","threshold.1","FC.combi","CTR","DISEASE","TREATMENT"
"M504T380",504.310437530787,380.367,-6.0390073895783,-2.59431143832259,0.999999999953486,"FALSE",57.6897997251075,5.85024434986033,8.38320264105822e-06,"TRUE",348.389126843216,27853.6382707868,4612.28749593099,266081.941914876
"M813T798",812.541512856954,798.179,11.7998982330935,3.56070251216563,0.00312146393126985,"TRUE",-29.4651372582734,-4.88093708163921,0.00024624469425366,"TRUE",347.685621071758,1914.32056753976,22588.787882487,766.627614339193
"M543T457",543.342881781948,457.3,-6.90891490622671,-2.78845914298222,0.999999999953486,"FALSE",50.1895704388603,5.64931569333828,3.68828478070897e-05,"TRUE",346.755471342157,19185.3850882394,2776.90279134115,139371.558247884
"M337T400_2",337.171384205153,400.072,-5.7746579880534,-2.52973550348961,0.999999999953486,"FALSE",59.5431283922448,5.89586311756191,2.96924868219158e-06,"TRUE",343.841202003966,7251.30601283482,1255.71177164714,74769.0072428385
"M431T454",431.305381915474,453.546,-6.53297413666306,-2.70773992827697,0.999999999953486,"FALSE",52.5762450810024,5.71633920533977,5.73264812674703e-05,"TRUE",343.479249317047,8153.81968035017,1248.10224405924,65620.5294698079
"M424T419_2",424.279398069957,419.213,-6.0661784621331,-2.60078794152409,0.999999999953486,"FALSE",56.1977633028536,5.81244080654182,3.7871202256878e-06,"TRUE",340.905661367825,33423.9513288225,5509.88592529297,309643.265055339
"M816T430",816.487959878945,430.079,-3.19805897241525,-1.67719654245383,0.999999999953486,"FALSE",106.507649754365,6.73481324338402,0.011915550957144,"TRUE",340.617744927809,1318.45201764788,412.266324361165,43909.5172805786
"M750T392_1",750.003124540504,392.173,11.5271056588355,3.52695840702423,0.00133598966524454,"TRUE",-29.5311223034657,-4.88416428071503,8.50570220677204e-05,"TRUE",340.408367016043,764.181319100516,8808.79880777995,298.288656870524
"M280T777",280.236135961135,777.487,9.20507742966509,3.20242985703678,0.00635108833362372,"TRUE",-36.5606098831625,-5.19221823169678,0.00036000677770819,"TRUE",336.54324485029,20811.9747314453,191575.838867188,5239.95194498698
"M525T381",525.289139905419,380.5575,-5.95414504823096,-2.57389436732916,0.999999999953486,"FALSE",56.2032564125365,5.81258181739964,1.02568882553383e-05,"TRUE",334.642340863159,87499.9341866629,14695.6336263021,825942.46484375
"M732T422",732.389439370252,421.928,-2.90313593975768,-1.53761212794891,0.999999999953486,"FALSE",114.459340811784,6.83869139310476,0.01528371166589,"TRUE",332.291025951662,765.485440935407,263.675369262695,30180.1089541117
"M426T419_1",425.754342983349,419.218,-6.12439934487925,-2.6145683576406,0.999999999953486,"FALSE",54.2316543442153,5.76106327552615,8.96330483621666e-06,"TRUE",332.13630833743,39402.9099818638,6433.75909423828,348913.399332682
"M553T634",553.333826988691,634.396,13.6525472990612,3.7710982499052,0.000241525688646493,"TRUE",-24.2702120234353,-4.60111480674775,2.11933931172452e-05,"TRUE",331.350217608193,864.895754132952,11808.0301920573,486.523569742839
"M674T422",674.386305113712,421.912,-3.54656444038859,-1.82642216132018,0.999999999953486,"FALSE",92.6919800427697,6.53437261331682,0.00550942389101762,"TRUE",328.738080328896,782.1881779262,220.548136393229,20443.0434570312
"M743T410",743.472771901263,410.394,-5.81205385403596,-2.53904807093198,0.999999999953486,"FALSE",56.3856681117216,5.81725660553156,2.94922444303139e-05,"TRUE",327.716539661124,1734.59172821045,298.447291056315,16828.1499023438
"M343T465_1",342.656041605622,465.039,-8.27735757138922,-3.04917028136153,0.999999999953486,"FALSE",39.3239387474875,5.29733592640508,0.000243901687786621,"TRUE",325.498302128362,1178.09958321708,142.327980041504,5596.89676920573
"M395T415",395.227677162159,415.115,-5.97493259010512,-2.57892243652943,0.999999999953486,"FALSE",54.4137240370041,5.76589866369798,1.91596997110345e-05,"TRUE",325.118333097682,7977.26962716239,1335.122950236,72649.0117696126
"M554T332",554.293762111825,331.837,10.2157331258494,3.35272083680231,0.0249672540146246,"TRUE",-31.6601374184106,-4.98459561228379,0.00226077341468596,"TRUE",323.4315145942,2570.46835763114,26259.21875,829.40950012207
"M498T402",498.281333486132,401.627,-3.51075004469179,-1.81177928413651,0.999999999953486,"FALSE",91.4795867678128,6.5153779437002,0.00608770551775342,"TRUE",321.161963333485,2300.72210039411,655.336344401042,59949.8979797363
"M260T618",259.666286982436,618.341,7.05908029900409,2.81948023243453,1.08660002167323e-05,"TRUE",-45.3321540996375,-5.50246281192479,3.50408928010112e-07,"TRUE",320.003315916169,4296.48960658482,30329.2651367188,669.045310974121
"M507T395",507.302747835009,394.893,-3.35439612926974,-1.74605307053228,0.999999999953486,"FALSE",95.2399901420479,6.57349556616739,0.00117928918846149,"TRUE",319.472654284174,19312.6041782924,5757.40116373698,548334.830078125
"M673T400",673.341542238362,399.558,-5.41445752703669,-2.4368168018672,0.999999999953486,"FALSE",58.6302380158359,5.87357300841126,0.000754837759910786,"TRUE",317.450933536795,2601.72693307059,480.51479212443,28172.6966323853
"M414T313_2",414.002028792557,313.055,-5.32502225479032,-2.41278755478609,0.999999999953486,"FALSE",59.351484592233,5.89121221215244,1.50062003711532e-05,"TRUE",316.047976308486,927.670314243862,174.209659576416,10339.6019261678
"M521T380",521.337229077391,380.1075,-5.71359409294361,-2.51439854749269,0.999999999953486,"FALSE",55.1320357886223,5.784818969814,3.32648096285968e-06,"TRUE",315.002074013828,290160.543387277,50784.2416992188,2799838.63085938
"M316T394_2",315.687968485901,394.208,-5.92500567491731,-2.56681653581193,0.999999999953486,"FALSE",52.9155855841607,5.72562080651376,2.81426239648596e-06,"TRUE",313.525144877725,8642.91976492746,1458.71923828125,77188.9826965332
"M571T387_2",571.321620909656,387.4575,-5.65458339701746,-2.49942073717762,0.999999999953486,"FALSE",55.3369142327914,5.79017029168722,1.14871211164155e-05,"TRUE",312.907196462922,4337.31702096122,767.044486999512,42445.8749898275
"M529T540",529.310726200286,539.6505,-5.98369972825059,-2.58103778026683,0.999999999953486,"FALSE",51.8673793161044,5.69675557191135,4.4804459554764e-05,"TRUE",310.358823518844,2684.89254760742,448.701082865397,23272.9492645264
"M541T380",541.262674452325,380.0395,-5.58000119891175,-2.48026543203006,0.999999999953486,"FALSE",55.5194381921223,5.79492106407263,0.00026385485142222,"TRUE",309.798531674949,5717.13490513393,1024.57592773438,56883.879892985
"M479T875",479.262489923907,875.167,-7.29871129710296,-2.86764175585497,0.999999999953486,"FALSE",42.3040546433454,5.40272404034864,0.000440870677434048,"TRUE",308.765081538646,10003.6403285435,1370.60364786784,57982.0916137695
"M573T344_1",572.63689282924,343.9005,8.24398314464809,3.04334155519771,0.000418636221061995,"TRUE",-37.4261719004542,-5.22597558601417,1.52759727728206e-05,"TRUE",308.540730316046,723.061176845006,5960.90415445964,159.271008809408
"M548T387_3",548.336562253258,387.458,-5.43856866282021,-2.44322700905628,0.999999999953486,"FALSE",56.6931906274118,5.82510355954326,1.25333882498581e-05,"TRUE",308.329809941534,26271.9105834961,4830.66634114583,273865.887736003
"M267T282",266.640600636392,282.096,10.4533929579872,3.38589938256835,0.027119670760077,"TRUE",-29.417191459969,-4.87858760999845,0.0026187790522226,"TRUE",307.509462051401,542.049928937639,5666.26091003418,192.61733118693
"M630T524",630.370029975985,524.4045,-6.07851525376547,-2.60371897208719,0.999999999953486,"FALSE",50.4625992833456,5.65714261504644,0.00343540822725654,"TRUE",306.73767948847,1776.85280282157,292.316911061605,14751.0711466471
"M338T469",338.212969092874,468.627,-6.39771673229602,-2.6775571165613,0.999999999953486,"FALSE",47.9067334100021,5.58215653946061,1.51982888414262e-05,"TRUE",306.493709926815,9289.1687273298,1451.95061238607,69558.2109120687
"M641T412",641.385680716396,412.439,-3.17270370283817,-1.66571279500096,0.999999999953486,"FALSE",96.4455621604623,6.5916429506175,0.0022246423419592,"TRUE",305.993192188808,1888.14213126046,595.120852152506,57396.7651392619
"M485T440_1",484.776973036817,440.451,-3.62296293471151,-1.85717004614963,0.999999999953486,"FALSE",84.4399462059839,6.39985375447739,0.00473320043029644,"TRUE",305.922795313314,3770.69475446429,1040.77651977539,87883.1133422852
"M508T395",508.302863172487,394.8915,-3.35833522685856,-1.74774624635231,0.999999999953486,"FALSE",91.0102302988157,6.50795682010869,0.00107968892176474,"TRUE",305.642862417023,6028.83340890067,1795.18511454264,163380.210703532
"M507T388_3",507.261874595029,388.138,-3.35164394939809,-1.74486889733057,0.999999999953486,"FALSE",90.9553804202758,6.50708707719576,0.00780465958867643,"TRUE",304.850050450819,17710.4715576172,5284.11484781901,480618.676167806
"M601T538",600.845137614052,537.5045,-5.79887258499516,-2.53577243918165,0.999999999953486,"FALSE",52.4485786660513,5.71283177180385,0.000911216793894079,"TRUE",304.142624948527,2640.38817378453,455.327847798665,23881.2984441121
"M407T419_1",406.751532364911,419.2355,-5.61202637907287,-2.48852179029569,0.999999999953486,"FALSE",53.9890627185522,5.75459526586912,7.37503658498489e-06,"TRUE",302.988044157935,10673.1683785575,1901.83859761556,102678.48332723
"M364T410",363.728102276715,410.391,-5.72334988574065,-2.5168598059072,0.999999999953486,"FALSE",52.539387538811,5.71532747769865,8.96330483621666e-06,"TRUE",300.701297667138,1268.33293369838,221.606744130452,11643.082611084
"M873T423",872.542905538603,423.261,-5.32585172560531,-2.413012263751,0.999999999953486,"FALSE",56.3333526070156,5.81591742915939,3.960269775606e-05,"TRUE",300.023083191206,8464.70873151507,1589.36244710286,89534.1151529948
"M405T415_1",404.743695955809,415.1035,-5.84510962263032,-2.54723008216362,0.999999999953486,"FALSE",51.223792794781,5.67874217413354,1.28684000502202e-05,"TRUE",299.408684172396,5990.92130606515,1024.94592793783,52501.6178385417
"M347T469_2",347.226945032842,469.282,-5.98206925652288,-2.58064461314261,0.999999999953486,"FALSE",49.9034455879082,5.64106752489829,7.37503658498489e-06,"TRUE",298.525867645988,15756.1628069196,2633.89842732747,131440.606852214
"M337T400_1",336.727890919634,400.225,-5.46963263840926,-2.45144393931712,0.999999999953486,"FALSE",53.329106130942,5.73685124156072,1.19556373098858e-06,"TRUE",291.690619470992,2175.08189937047,397.665079752604,21207.1232426961
"M278T432",278.096296379149,431.991,-6.25831477492582,-2.64577422374402,0.999999999953486,"FALSE",46.5852948474003,5.54180271932144,0.000301193627572086,"TRUE",291.545439037761,7050.0578351702,1126.51058451335,52478.8277282715
"M341T420",341.23716052105,420.474,-6.60476223310454,-2.7235066263782,0.999999999953486,"FALSE",44.127756927595,5.46361450996286,4.56288977603428e-05,"TRUE",291.453342386997,7770.39127022879,1176.48311869303,51915.5610911051
"M511T395",511.255722608947,394.892,-3.15330474709437,-1.65686460417159,0.999999999953486,"FALSE",91.4005078899424,6.51413027689134,0.00510649808307432,"TRUE",288.213655416192,4617.18812779018,1464.23783874512,133832.082132975
"M522T380_2",522.339420062584,380.109,-5.41479313944232,-2.43690622381676,0.999999999953486,"FALSE",53.0373615446458,5.72893710221693,3.70173780413613e-06,"TRUE",287.18634142607,58682.9299316406,10837.5201822917,574793.476155599
"M337T478_1",336.711905199362,478.0205,-6.44780925081891,-2.68880906443533,0.999999999953486,"FALSE",44.1303886299901,5.46370054721125,9.32382894238539e-05,"TRUE",284.544328050684,2184.81791142055,338.846548716227,14953.429880778
"M633T478",633.406126202092,477.979,-6.07446915550435,-2.60275833790626,0.999999999953486,"FALSE",46.7186738890752,5.54592741874554,5.128132460359e-05,"TRUE",283.791143525254,2045.4760785784,336.7333056132,15731.7334925334
"M373T422_1",372.657242838137,421.896,-3.6860384992393,-1.88207113943622,0.999999999953486,"FALSE",76.6640777104524,6.26047883104029,0.00361515686738181,"TRUE",282.586741949401,1080.69215393066,293.185259501139,22476.7775179545
"M682T418_2",682.3562959213,417.814,-1.12380997355706,-0.168398109060826,0.999999999953486,"FALSE",251.202863498815,7.97270909959341,0.017452029054465,"TRUE",282.30428338606,8414.79171316964,7487.7353922526,1880940.57165527
"M618T627",618.182991496533,627.1645,-10.2946335464067,-3.36382057078359,0.999999999953486,"FALSE",27.3033573477836,4.77100645743132,0.00688472109096739,"TRUE",281.078058482023,3378.56575339181,328.187082926432,8960.60920206706
"M260T314",260.015155395351,313.7255,-5.93863870323878,-2.57013226416357,0.999999999953486,"FALSE",47.0775287258963,5.55696668483742,1.98381395676914e-06,"TRUE",279.576434144443,9452.39781842913,1591.67753601074,74932.2449239095
"M415T419_2",415.264750145555,419.226,-5.4261216177475,-2.43992138366012,0.999999999953486,"FALSE",51.1661158094821,5.67711681259939,6.30995583245014e-06,"TRUE",277.633567090003,27554.900617327,5078.19443766276,259831.484700521
"M628T389",628.303610153163,389.4635,-7.14520351218187,-2.8369751032503,0.999999999953486,"FALSE",38.7992135188702,5.27795550338416,0.000382565159434517,"TRUE",277.228276704926,4774.70447431292,668.239115397135,25927.1521199544
"M526T380",526.292271668627,380.109,-5.34788295691882,-2.41896789113797,0.999999999953486,"FALSE",51.7165629478742,5.69255449256401,8.96330483621666e-06,"TRUE",276.574125579356,19765.174054827,3695.88755289714,191138.601277669
"M317T465",316.701486088355,465.035,-6.27480681026147,-2.64957104182545,0.999999999953486,"FALSE",43.9965827217964,5.45931956677874,1.36382261386226e-05,"TRUE",276.07005689096,2015.25041743687,321.165332794189,14130.1771316528
"M651T562",651.045097428116,562.144,-4.84331633093225,-2.27599523258305,0.999999999953486,"FALSE",56.3974884022977,5.81755901016689,0.000125014489859999,"TRUE",273.150876602411,588.717709132603,121.552603403727,6855.26154073079
"M357T682",357.204331953989,682.292,10.8200737047668,3.43563842151414,0.00687340912049513,"TRUE",-25.0702818887198,-4.64790631272542,0.000582583004042888,"TRUE",271.262297835228,4072.6535382952,44066.4114583333,1757.71503702799
"M627T313",626.890287505079,313.11,-4.79449898847646,-2.26138006558652,0.999999999953486,"FALSE",56.4966307609612,5.82009292826671,2.18732587052153e-05,"TRUE",270.873039035757,696.441434587751,145.258438110352,8206.61234283447
"M904T437",903.538815703282,437.394,-3.3147561958222,-1.72890276233991,0.999999999953486,"FALSE",81.5796960629684,6.35013822705745,0.0239131731220721,"TRUE",270.416802978016,1086.27199336461,327.707960764567,26734.3158365885
"M677T481",677.432154048885,481.44,-5.61912527017609,-2.49034556343564,0.999999999953486,"FALSE",48.0895358973113,5.58765109800099,2.7712105986845e-05,"TRUE",270.221126391622,1063.18790653774,189.208792368571,9098.96301269531
"M338T400_4",338.202052636252,399.6215,-5.29647037976143,-2.40503125364331,0.999999999953486,"FALSE",49.8531953662853,5.63961407275762,2.67838416628465e-06,"TRUE",264.04597259399,17658.3473336356,3333.98396809896,166209.754109701
"M674T527_2",674.396436316834,526.8235,-5.37539036373848,-2.42636952779607,0.999999999953486,"FALSE",48.9892454620206,5.6143931661247,0.00505916813708116,"TRUE",263.336317983365,1497.65443638393,278.613149007161,13649.0479456584
"M412T415_2",411.727602386509,415.099,-5.2873376959978,-2.40254147288546,0.999999999953486,"FALSE",49.4847888424942,5.6289132173724,0.000613171228536248,"TRUE",261.642789425411,2573.24351501465,486.680379231771,24083.2758000692
"M479T949",479.262644998704,949.493,-8.45162706359259,-3.07922910833107,0.999999999953486,"FALSE",30.5149115462198,4.93144250335487,0.0106084267038347,"TRUE",257.900652267165,12140.4996250698,1436.46892293294,43833.7221221924
"M479T902",479.262574626415,901.51,-7.01717590700048,-2.81089052843349,0.999999999953486,"FALSE",36.7363017751575,5.19913449326945,0.000617899174688715,"TRUE",257.785091728934,10574.7247663225,1506.97729492188,55360.7726745605
"M696T491_1",695.914641718416,491.392,-4.57328456614768,-2.19323069159121,0.999999999953486,"FALSE",56.3111693666697,5.8153492053223,2.97859377673825e-05,"TRUE",257.527001766318,2448.95014299665,535.490435282389,30154.0925954183
"M371T468",371.095968747768,468.024,-4.88193509032812,-2.28745311333204,0.999999999953486,"FALSE",52.538514584134,5.71530350677121,9.94272864288957e-05,"TRUE",256.489617941999,2989.76994759696,612.414932250977,32175.3708496094
"M854T406",854.29908249569,406.3515,-5.30644270376427,-2.40774504116829,0.999999999953486,"FALSE",48.1972931705637,5.59088021978532,8.38320264105822e-06,"TRUE",255.756174686125,1221.96158708845,230.278861999512,11098.8178227743
"M416T419",415.766283276406,419.2115,-5.12262089420536,-2.35688212734046,0.999999999953486,"FALSE",49.8251260971084,5.63880155111964,6.28548582462934e-06,"TRUE",255.235232001464,7417.88420758929,1448.06425476074,72149.9840901693
"M358T469_2",358.218964046144,468.6685,-6.2803969449303,-2.65085574580235,0.999999999953486,"FALSE",40.5745851380696,5.34250443864867,2.31895507267958e-05,"TRUE",254.824500542947,8934.08905901228,1422.53573099772,57718.7971293131
