"","mzmed","rtmed","FC","logFC","p.val.adj.DISEASE.CTR","threshold","FC.1","logFC.1","p.val.adj.TREATMENT.DISEASE","threshold.1","FC.combi","CTR","DISEASE","TREATMENT"
"M625T859",625.31974170358,859.1515,-2.44782521968358,-1.2915005499841,0.999999999953486,"FALSE",12.0944550547838,3.59627386152041,0.00105970450404997,"TRUE",29.6051121014294,2170.34970528739,886.644065856934,10723.4768040975
"M348T526",348.166405993717,526.039,-2.36410427063037,-1.24129366808899,0.999999999953486,"FALSE",12.5170264090275,3.64581996590537,0.000188398132783433,"TRUE",29.591555589175,2187.94151524135,925.484354654948,11584.3121083577
"M592T425_1",591.624479771238,424.6115,2.7603976334064,1.46487610121489,0.227231190209132,"FALSE",-10.6746683024439,-3.41611933608169,0.00300392843116861,"TRUE",29.4663291194645,14138.0934884208,39026.7598063151,3656.01615905762
"M630T407",630.237372708775,407.0265,-1.49918414669448,-0.584177602235816,0.999999999953486,"FALSE",19.6192121356562,4.29419520215277,0.000714908291825151,"TRUE",29.4128118044118,443.528373718262,295.8464940389,5804.27512613932
"M513T434_1",512.832938843767,433.986,-2.27114384679341,-1.18341908450509,0.999999999953486,"FALSE",12.9362963568805,3.69335272980914,1.47957093404389e-05,"TRUE",29.3801898712252,5083.4202444894,2238.26432291667,28954.8506062826
"M805T434_1",804.697743605815,433.707,3.72184048720454,1.8960162248623,0.00740599238430133,"TRUE",-7.88120625494586,-2.97841645770759,0.00013747527537526,"TRUE",29.3325925276672,1592.42144775391,5926.73861694336,752.009073893229
"M591T425",591.289647802285,424.61,2.60049536899386,1.37878646876067,0.255440699444196,"FALSE",-11.2686015388057,-3.49423657949986,0.0024931780451514,"TRUE",29.3039461167013,9492.4039742606,24684.9525756836,2190.59592183431
"M556T440_1",555.856822479491,440.117,-2.26787997966276,-1.18134429225234,0.999999999953486,"FALSE",12.8769559965708,3.68671968774395,1.17485560930238e-05,"TRUE",29.2033907036212,39536.4693777902,17433.2282714844,224486.913330078
"M455T402",455.2317633147,401.603,-1.48561342824221,-0.571058760754102,0.999999999953486,"FALSE",19.6502436756228,4.29647529782584,0.00852284822828907,"TRUE",29.1926658727369,687.160034179688,462.542961120605,9089.08189646403
"M268T661",268.003387713915,661.05,5.33716301097635,2.41607307569492,0.00188435701954759,"TRUE",-5.46092398061469,-2.44914507375897,0.000244658529175785,"TRUE",29.1458414750905,1396.03242492676,7450.85262044271,1364.39412943522
"M509T837",509.380601343931,836.666,4.78742106944094,2.2592487014157,0.00838614149948809,"TRUE",-6.08002682022708,-2.60407768770229,0.00075000766189613,"TRUE",29.1076485019211,22535.8280378069,107888.497965495,17744.7404683431
"M324T394_1",323.643976241688,394.2115,-2.19067578675837,-1.13137598572189,0.999999999953486,"FALSE",13.2809016755125,3.7312811932763,1.47366798817904e-05,"TRUE",29.0941497268638,876.599420819964,400.150230407715,5314.35586547852
"M300T315",300.156141432753,315.0505,5.35315508063055,2.42038944806031,0.000827724066702529,"TRUE",-5.43370113294917,-2.44193521593351,0.000109108362287057,"TRUE",29.0874448264748,1460.06744820731,7815.96747843425,1438.42425028483
"M529T589",529.152669511699,589.298,-2.32388404082455,-1.21653808169374,0.999999999953486,"FALSE",12.5089466388145,3.64488840214155,0.00100686489064944,"TRUE",29.069341461467,2502.43068586077,1076.83113352458,13470.0231882731
"M859T403_2",859.052627032949,402.966,2.51022896416359,1.32781896194417,0.0947369279994076,"FALSE",-11.5556008069618,-3.53052036626286,0.000259214539384303,"TRUE",29.0072038439477,3508.01456560407,8805.91976928711,762.047765096029
"M549T449_2",549.339781663123,448.992,-1.33003752563187,-0.411466950447718,0.999999999953486,"FALSE",21.7659377664918,4.44400027361287,0.00688224683726112,"TRUE",28.949514010002,1811.51211111886,1362.00075276693,29645.22362264
"M868T444_3",868.433966421562,443.529,3.16577687316699,1.66255957659978,0.000291562855509822,"TRUE",-9.12227190901238,-3.18939317347754,1.54587777915194e-06,"TRUE",28.8790774402923,14071.3948800223,44546.896484375,4883.31162770589
"M308T150",308.022017748077,149.732,-4.16653508347407,-2.0588481280735,0.999999999953486,"FALSE",6.89730873635458,2.78603354593323,0.0406914611240099,"TRUE",28.7378788315736,14865.0892551967,3567.73409016927,24607.7635091146
"M317T313_1",316.957216558232,313.162,-1.91459170553824,-0.93703676437018,0.999999999953486,"FALSE",14.9507241466704,3.90214345874278,1.44313761866558e-07,"TRUE",28.6245324430053,925.243035452707,483.258666992188,7225.06702168783
"M763T400_1",762.690397351735,400.308,2.06841008224147,1.04852224221218,0.780475521937132,"FALSE",-13.8313851231811,-3.78987373512719,0.00716030654939099,"TRUE",28.6089764401524,6022.58032880511,12457.1658732096,900.644856770833
"M868T444_2",868.099119999565,443.543,3.20988756065251,1.68252276197994,0.000386148036243849,"TRUE",-8.89780186344216,-3.15344897288861,2.31024059667926e-06,"TRUE",28.5609435186137,15940.4320242746,51166.9944661458,5750.52077484131
"M424T354",424.140107256582,353.683,-2.2529814477368,-1.17183543369393,0.999999999953486,"FALSE",12.5914002778912,3.65436682763726,4.0505341190908e-05,"TRUE",28.3681912271169,1059.03951917376,470.061358133952,5918.73071543376
"M650T837",650.316126253421,836.6345,5.36793860590236,2.42436817126486,0.00222958085213286,"TRUE",-5.27975662572974,-2.40047142902594,0.000325066810628632,"TRUE",28.3414094210234,1105.25496782575,5932.94081115723,1123.71482849121
"M543T498_2",543.3323154264,497.638,-1.90132345238399,-0.927003983567489,0.999999999953486,"FALSE",14.8096533850591,3.88846597011857,2.59318191061002e-05,"TRUE",28.1579413026909,2083.80214582171,1095.97456614176,16231.0034434001
"M623T400",623.368941788903,399.632,-2.04990917743728,-1.0355599916022,0.999999999953486,"FALSE",13.6750643369796,3.77347571535844,1.44557862976892e-06,"TRUE",28.0326398864197,2620.8887285505,1278.53895060221,17484.1024068197
"M563T441",562.863772610806,440.756,-2.09987765124726,-1.07030527213857,0.999999999953486,"FALSE",13.3461265952289,3.73834918865857,1.07670472628829e-06,"TRUE",28.0252329680379,1582.6319972447,753.678194681803,10058.6845982869
"M339T482",339.22080269004,481.638,-1.90582134350475,-0.930412883717815,0.999999999953486,"FALSE",14.6997414060744,3.87771887066631,5.67420227731877e-05,"TRUE",28.0150809156971,3127.89806692941,1641.23362223307,24125.7098337809
"M427T481",426.767359722222,481.422,-2.26978937013778,-1.18255842581725,0.999999999953486,"FALSE",12.3408458169305,3.62536937220072,1.04328567274356e-05,"TRUE",28.0111206537781,2988.49157278878,1316.63828023275,16248.4300130208
"M610T398_2",610.333270910604,398.264,4.61338488909035,2.2058256597173,0.285904115401671,"FALSE",-6.07089988712385,-2.60191038245554,0.0424143768875665,"TRUE",28.0073978024374,1371.04475838797,6325.15717061361,1041.88131713867
"M411T411_2",411.222539441406,411.003,-2.60075824364423,-1.3789322982022,0.999999999953486,"FALSE",10.7396476971892,3.42487476289836,0.000395150006111979,"TRUE",27.9312272822997,1416.53705705915,544.663103739421,5849.48984781901
"M592T425_3",592.293680826139,424.582,2.7652532137662,1.46741159384825,0.255440699444196,"FALSE",-10.085799749007,-3.33425358123589,0.00398732114014461,"TRUE",27.8897901693439,6153.71384102958,17016.5769755046,1687.18172073364
"M572T387",572.325648114799,387.4565,-1.94507690103645,-0.959827195083306,0.999999999953486,"FALSE",14.3106285990781,3.83901513919897,3.6820139098842e-05,"TRUE",27.8352731273784,860.166279384068,442.227389017741,6328.55192057292
"M139T70",138.581515808105,70.174,3.2487930745684,1.69990385699428,1.2125971027142e-05,"TRUE",-8.54061421736384,-3.0943398282158,7.03042041250157e-08,"TRUE",27.7466883219321,10285.2169712612,33414.5416666667,3912.42840576172
"M619T399",619.330385772901,398.938,-2.54883964464486,-1.34984061182509,0.999999999953486,"FALSE",10.8253856967933,3.43634652242025,2.20877138764736e-06,"TRUE",27.5921722325581,1715.57533918108,673.080922444661,7286.36059061686
"M464T437_1",463.765696612007,437.3535,-1.40943696123579,-0.495118953079452,0.999999999953486,"FALSE",19.5510729693155,4.28917588017105,0.00473166872899433,"TRUE",27.5560048747713,1739.38939557757,1234.10230000814,24128.0241190592
"M305T381_1",304.993814330222,381.4525,-2.27094457213941,-1.18329249403447,0.999999999953486,"FALSE",12.0888343326651,3.59560323413445,0.000131575097261562,"TRUE",27.4530727112583,2939.11959402902,1294.22779846191,15645.7054443359
"M351T447",351.156230539941,446.904,2.80200028330367,1.48645710163624,0.738804740441842,"FALSE",-9.7767191331403,-3.28935040746205,0.0392590306673174,"TRUE",27.3943697808395,8234.47403390067,23072.9985758464,2359.99400838216
"M368T406_1",367.66990134824,405.5175,-2.14939038385696,-1.10392753660713,0.999999999953486,"FALSE",12.7422851271576,3.67155212020459,1.2574567996875e-05,"TRUE",27.3881451206762,1032.13162013463,480.197374979655,6118.81186930339
"M206T354",205.593298805346,353.6865,-1.99847408089333,-0.998898861920662,0.999999999953486,"FALSE",13.6478227797519,3.77059891303713,8.2160843873034e-06,"TRUE",27.2748200859597,1249.98786272321,625.47114054362,8536.31927998861
"M349T342",349.184281662678,341.882,-2.0173476306617,-1.01245971152532,0.999999999953486,"FALSE",13.5006245778434,3.75495424694227,2.7712105986845e-05,"TRUE",27.2354530045655,85944.5252511161,42602.734375,575163.522786458
"M884T436_1",883.738107151374,436.1365,1.98772483043432,0.991118052048693,0.961979102688976,"FALSE",-13.6692129424284,-3.77285827150033,0.0115673441546993,"TRUE",27.170633978159,4539.26695033482,9022.81362915039,660.082893371582
"M376T371",376.222629076393,370.57,-1.37577658621969,-0.460246208323246,0.999999999953486,"FALSE",19.6902263788707,4.29940779291183,0.00332328904330273,"TRUE",27.0893524294157,1439.18007114955,1046.08559672038,20597.6622111003
"M456T423_2",456.223123490676,423.266,-2.18841280123615,-1.12988489997858,0.999999999953486,"FALSE",12.3684499780361,3.62859280707583,6.24358639990621e-06,"TRUE",27.0672742633832,1464.50337655204,669.208010355631,8277.0658009847
"M868T444_1",867.764033207444,443.639,3.24406500544289,1.69780272895422,0.000223476818347185,"TRUE",-8.341911379895,-3.06037798587074,1.49941107224213e-06,"TRUE",27.0617027860232,13481.2363019671,43734.0069173177,5242.68419138591
"M483T431_2",483.280986053532,430.619,-2.10292676729477,-1.07239861026927,0.999999999953486,"FALSE",12.868186997755,3.6857369010803,1.01010859027671e-05,"TRUE",27.0608548841336,1838.8639918736,874.430826822917,11252.3393961589
"M347T422_2",347.20932247651,422.4825,-1.55416938288447,-0.63614374604331,0.999999999953486,"FALSE",17.4085818377716,4.12172677582308,0.00125363884794298,"TRUE",27.0558848917034,2910.2842930385,1872.56570943197,32598.7133992513
"M558T499_1",557.674247621734,498.822,-1.86222214301054,-0.897025181115684,0.999999999953486,"FALSE",14.5040926100461,3.85838813686004,5.73264812674703e-05,"TRUE",27.0098424227034,1674.43221173968,899.158147176107,13041.4730377197
"M536T437_1",535.819650783678,437.182,-2.04745183788463,-1.03382951581636,0.999999999953486,"FALSE",13.1889236848373,3.72125492953703,8.84178516118082e-06,"TRUE",27.0036860382402,11673.7076939174,5701.57865397135,75197.6857503255
"M412T415_1",411.696290880381,415.1,-1.94071743525317,-0.956590079703086,0.999999999953486,"FALSE",13.8930381310034,3.79629021740676,0.00377822576584664,"TRUE",26.9624613294754,901.311649867466,464.421885172526,6452.23095957438
"M566T481_1",565.812526163415,481.292,-1.94913825076088,-0.962836423388731,0.999999999953486,"FALSE",13.8123563106453,3.7878875511744,5.63964708003075e-05,"TRUE",26.9221920182172,1658.81803022112,851.052012125651,11755.0336303711
"M365T342",365.157837039044,341.882,-1.98500911974652,-0.989145635571184,0.999999999953486,"FALSE",13.5396706760258,3.75912074370851,0.00034804485126001,"TRUE",26.8763697702758,5646.29982212612,2844.4704691569,38513.1934000651
"M369T418",368.663713202143,417.673,-1.42326541969587,-0.509204730010637,0.999999999953486,"FALSE",18.8710670337662,4.23810409497467,0.00123233888705637,"TRUE",26.8585371419222,547.033692496164,384.351144154867,7253.11620585124
"M519T450_2",519.34583108036,450.393,-2.18230022667705,-1.12584959191944,0.999999999953486,"FALSE",12.3025626681398,3.62088696033198,2.98908301340629e-05,"TRUE",26.8478852993901,2530.00935581752,1159.33148193359,14262.7482096354
"M345T421",345.189138570677,420.505,-2.88958101483138,-1.5308603191459,0.999999999953486,"FALSE",9.28879543427867,3.21549152086331,0.000513321879560992,"TRUE",26.840726937544,8583.24054391044,2970.41006978353,27591.5314941406
"M584T666",584.335109940233,665.77,2.71227421168964,1.43950304272436,4.18855091450218e-05,"TRUE",-9.86341881560108,-3.30208779400754,5.66514915786601e-08,"TRUE",26.7522964926492,2494.46135602679,6765.66320800781,685.934900919596
"M322T153",322.077339295174,153.025,3.41559822854648,1.77213828298741,0.505776359966601,"FALSE",-7.82688677201503,-2.96843857421931,0.0393695238175952,"TRUE",26.7335005935285,2965.44794791085,10128.7787577311,1294.1005859375
"M544T496",544.332420634287,495.576,-2.02363865594943,-1.0169517031696,0.999999999953486,"FALSE",13.1719650383096,3.71939868266479,4.45451299027764e-06,"TRUE",26.6552976263377,1542.53256879534,762.25691986084,10040.4214986165
"M516T437",516.315605115472,437.0105,-2.0593563995988,-1.04219352955182,0.999999999953486,"FALSE",12.8927692101581,3.68849026523388,9.10569911014825e-06,"TRUE",26.5508067814894,7703.88243756975,3740.91752115885,48230.7862345378
"M776T427",776.41595293347,426.609,-1.48956627480305,-0.574892314391467,0.999999999953486,"FALSE",17.8036435541325,4.15410061695322,0.0260357796075768,"TRUE",26.5197070068504,1226.74561418806,823.558934529622,14662.3497161865
"M553T521_2",553.329457637818,520.788,-1.74321979293537,-0.801754482364756,0.999999999953486,"FALSE",15.1906557861252,3.92511224774044,3.53301311284388e-05,"TRUE",26.4806518340417,1036.91082327706,594.825063069661,9035.78278605143
"M382T430_2",382.223683976075,430.3195,-1.08354672311937,-0.115761364561513,0.999999999953486,"FALSE",24.4091273425126,4.60934881273751,0.0065215502625139,"TRUE",26.448429946183,971.221801757812,896.335876464844,21878.776550293
"M377T422_2",377.188975100622,421.92,-1.49618836304313,-0.581291815146301,0.999999999953486,"FALSE",17.6143207465356,4.13867693676542,0.0024987820350986,"TRUE",26.3543417238758,1152.91300746373,770.566752115885,13573.0099283854
"M271T373",271.014847807149,372.723,-5.0277088447272,-2.32990110552006,0.000496079284335191,"TRUE",5.23546750582302,2.38831836967145,3.67660069190402e-05,"TRUE",26.3224062853082,7375.54387555804,1466.97911580404,7680.32149251302
"M452T266",452.177703397251,266.3495,2.65004310752754,1.40601582779296,0.00311872214915425,"TRUE",-9.90737173378043,-3.3085023844,4.70999152263341e-06,"TRUE",26.254962176818,3730.04238455636,9884.77311197917,997.719009399414
"M469T449",469.27688819002,448.525,-1.54653256704048,-0.629037214166324,0.999999999953486,"FALSE",16.9747585994933,4.0853191527276,0.00432852568538801,"TRUE",26.2520169917668,2962.48856898717,1915.56817626953,32516.3073730469
"M493T431_1",492.797342345477,430.6085,-2.31956930575087,-1.21385695270611,0.999999999953486,"FALSE",11.312971878154,3.49990606494614,9.40867121311683e-06,"TRUE",26.2412223253887,3899.02264404297,1680.92526245117,19016.2602233887
"M547T440_1",546.841696757519,440.11,-2.16108291319498,-1.11175442442348,0.999999999953486,"FALSE",12.0795939289485,3.59450005232031,1.04749000268723e-05,"TRUE",26.1050040381844,12097.3322405134,5597.81032307943,67619.2755940755
"M528T380",528.299451504255,380.035,-1.99712753270729,-0.997926463442667,0.999999999953486,"FALSE",13.0592978452305,3.70700542496956,3.94303062952574e-06,"TRUE",26.0810832845348,921.041340419224,461.183036804199,6022.72663879395
"M458T441",458.255984879997,440.678,-1.45016913935005,-0.536221177668241,0.999999999953486,"FALSE",17.9840121310862,4.16864300872676,0.00513289990642899,"TRUE",26.0798593941981,875.845354352679,603.960828145345,10861.6388600667
"M980T440_3",980.435242370657,440.124,2.33490321054867,1.22336274669913,0.17955859153241,"FALSE",-11.1554545462388,-3.47967739450655,0.000491324910771311,"TRUE",26.0469066351429,2450.55879429408,5721.81759643555,512.916580200195
"M561T643",561.338873252182,643.37,3.55500249602041,1.82985057278281,2.28051117360337e-05,"TRUE",-7.30563671205008,-2.86901001447808,4.00372142513502e-07,"TRUE",25.9715567463564,3566.27029854911,12678.0998128255,1735.38601938883
"M511T499_1",510.839947549055,498.9535,-1.97786113541395,-0.983941138795539,0.999999999953486,"FALSE",13.0949464611301,3.71093825610928,2.3029775082392e-05,"TRUE",25.8999856757956,1690.37219674247,854.646550496419,11191.5508219401
"M469T387",469.231625196238,387.4805,-1.43445078653525,-0.520498472645111,0.999999999953486,"FALSE",18.0321174770457,4.17249691452295,0.0020307998236028,"TRUE",25.8661850978442,565.282342093332,394.075800577799,7106.02113087972
"M555T440",555.354986614464,440.11,-2.15154122863752,-1.10537048601293,0.999999999953486,"FALSE",12.0159062692928,3.58687355907773,1.28087225903467e-05,"TRUE",25.8527177378276,72400.216796875,33650.3971354167,404340.017903646
"M668T390",668.406204925218,390.186,-2.34588913885424,-1.23013483663824,0.999999999953486,"FALSE",11.0109932648938,3.46087271035663,0.000129699657611115,"TRUE",25.8305695081115,2320.24410138811,989.068094889323,10890.6221313477
"M423T490_2",423.289851516818,490.142,-2.13416039279265,-1.0936686059613,0.999999999953486,"FALSE",12.0990505905096,3.59682193890768,5.27071933859162e-05,"TRUE",25.82131456066,3680.66076660156,1724.64111836751,20866.5201416016
"M404T571",404.127766246348,571.303,-2.14454358029774,-1.10067063396861,0.999999999953486,"FALSE",12.0267273662101,3.58817221413777,0.000343970125118906,"TRUE",25.791840965197,1129.95409284319,526.897239685059,6336.84945170085
"M350T422",349.689598805119,422.095,-1.68748416067864,-0.754873960582652,0.999999999953486,"FALSE",15.279763827613,3.93355033934972,0.00180879229155338,"TRUE",25.7843594380073,625.419757298061,370.622594197591,5663.02570851644
"M395T426_2",395.172654313457,426.467,-1.55878060533768,-0.640417886428916,0.999999999953486,"FALSE",16.4500314192612,4.04001843437183,0.00222341427463458,"TRUE",25.6419899335398,1047.12687901088,671.760269165039,11050.4775339762
"M328T342",328.205872650273,341.529,-1.92144635792102,-0.942192700448817,0.999999999953486,"FALSE",13.2938066558584,3.73268237159813,1.16517061158263e-05,"TRUE",25.5433363818054,26274.2296142578,13674.1936645508,181782.086751302
"M324T394_2",324.144235746884,394.2125,-1.81777618486749,-0.862174577497142,0.999999999953486,"FALSE",14.0423104919454,3.81170842803886,1.20398860753915e-05,"TRUE",25.5257775927733,3326.97300938198,1830.24347941081,25700.8472137451
"M535T437_1",534.846152114367,437.313,-2.11253461684561,-1.07897498217225,0.999999999953486,"FALSE",12.073772262372,3.59380458903824,6.31711428973376e-06,"TRUE",25.5062618601712,4079.90253557478,1931.2831624349,23317.8730773926
"M327T342",327.202143240976,341.858,-1.97707977153757,-0.983371082336655,0.999999999953486,"FALSE",12.8681681712886,3.68573479038129,9.33464338585291e-06,"TRUE",25.4413949881983,188534.247209821,95359.9596354167,1227107.99739583
"M534T437_3",534.345254564301,437.023,-1.92151642366167,-0.942245307513898,0.999999999953486,"FALSE",13.1981160304938,3.72226010117981,4.39579658824638e-06,"TRUE",25.3603967139863,14072.2158726283,7323.49497477214,96656.3364257812
"M869T443_3",869.438745837905,443.406,3.05891039283036,1.61301784546665,0.000335676834186764,"TRUE",-8.28902938878774,-3.05120317796182,1.66361525518842e-06,"TRUE",25.3553981438391,3172.03604997907,9702.97403971354,1170.58024342855
"M444T535_2",444.238541630547,534.741,-2.32516674960315,-1.21733418297298,0.999999999953486,"FALSE",10.8806992386777,3.44369936799745,0.000481840119542359,"TRUE",25.2994400822056,1451.0499659947,624.062754313151,6790.23913574219
"M589T460",589.368412663207,460.4595,-2.1860302365486,-1.12831335609538,0.999999999953486,"FALSE",11.5248388223808,3.52667466924888,1.56144635268135e-05,"TRUE",25.1936461370735,1622.99872916085,742.441116333008,8556.51420084635
"M345T342",345.232371447335,341.87,-1.99659552899385,-0.997542100725575,0.999999999953486,"FALSE",12.6171863938965,3.65731832310539,8.87348283371309e-06,"TRUE",25.1914179425357,156762.122767857,78514.7119140625,990634.754882812
"M654T488_2",654.366254238633,488.193,-1.41407204429324,-0.499855624600508,0.999999999953486,"FALSE",17.7578840959026,4.15038778546026,1.84558851766308e-05,"TRUE",25.1109274658154,619.907666887556,438.384783426921,7784.7861735026
"M580T443_2",580.347788781612,442.848,-2.31278958089445,-1.20963401460826,0.999999999953486,"FALSE",10.8491762650866,3.43951360360425,2.86847753809232e-05,"TRUE",25.0918618271797,6134.40520368304,2652.38362121582,28776.1774291992
"M399T427_2",399.202038943747,426.5305,-1.40360338891256,-0.489135336153828,0.999999999953486,"FALSE",17.858033585017,4.15850132353623,0.00445649823521407,"TRUE",25.0655964592442,1023.84639413016,729.441380818685,13026.3886769613
"M577T443",577.368075845647,442.855,-2.22422825731309,-1.15330484957035,0.999999999953486,"FALSE",11.2465573426118,3.49141154389972,2.65859310651677e-05,"TRUE",25.0149106389292,67975.0387137277,30561.1793619792,343708.056152344
"M607T486",607.365647237661,486.1235,-1.74742199691791,-0.805228056647127,0.999999999953486,"FALSE",14.2810895210484,3.83603414334772,7.42296975616433e-05,"TRUE",24.9550899690338,9589.25881522042,5487.66058349609,78369.7720540365
"M450T423",450.244892572664,423.279,-2.29261018955032,-1.19699107562947,0.999999999953486,"FALSE",10.8739299235806,3.4428015308003,2.39564973956916e-05,"TRUE",24.9296825432569,2372.37528337751,1034.79226175944,11252.2585398356
"M295T554",295.229361000289,554.057,4.83477333734447,2.27344825521313,0.00156236816370092,"TRUE",-5.15425550903337,-2.3657640568868,0.000172174498434487,"TRUE",24.9196571089354,5071.44625418527,24519.2931315104,4757.09694417318
"M750T389",750.3070372342,389.457,8.92942697676883,3.15856759703754,0.00348518877842121,"TRUE",-2.79035366223132,-1.48044798743499,0.0140199147490477,"TRUE",24.916259266254,2200.06036812919,19645.2784016927,7040.425974528
"M396T427_2",396.193341463015,426.519,-1.38892210835339,-0.473965694320576,0.999999999953486,"FALSE",17.9223851223216,4.16369073982583,0.00281840511224936,"TRUE",24.8927969308163,1028.02978515625,740.16374206543,13265.4996388753
"M593T425_1",592.628853868213,424.575,2.81915199317811,1.49526126219107,0.17955859153241,"FALSE",-8.82884420753866,-3.14222458564366,0.00264450204286033,"TRUE",24.8898537451417,2729.45585196359,7694.75090535482,871.546798706055
"M379T472_2",379.200547619704,472.48,-2.22604634589437,-1.15448362965019,0.999999999953486,"FALSE",11.1701996360078,3.4815830650689,5.58286193954129e-05,"TRUE",24.8653820826458,1683.07097080776,756.080830891927,8445.57382202148
"M306T85",306.131269362541,84.837,4.24916692233189,2.08718001893721,0.000186437361671518,"TRUE",-5.8344129341637,-2.54458749747843,8.76547015532332e-06,"TRUE",24.7913944510737,2375.91115897042,10095.6431070964,1730.36142985026
"M538T440",538.328050080573,440.108,-2.16110256642178,-1.11176754445869,0.999999999953486,"FALSE",11.4669489049981,3.51940966887527,2.05467834829587e-05,"TRUE",24.7812527076188,6500.73422677176,3008.06372070312,34493.3129882812
"M642T525_1",641.715573200753,524.846,-1.6451786944674,-0.718244293760287,0.999999999953486,"FALSE",15.049899336755,3.91168193224775,1.56316034843532e-05,"TRUE",24.7597737427084,1011.21651349749,614.65451558431,9250.48858642578
"M886T425",886.429408928317,424.596,2.48198300649577,1.31149323773732,0.434039090085615,"FALSE",-9.9691887157073,-3.31747610407692,0.00654578334771385,"TRUE",24.7433569809349,15566.4345223563,38635.6259562174,3875.50351969401
"M429T419_2",429.229745355202,419.125,-2.29056567032816,-1.19570392539625,0.999999999953486,"FALSE",10.7657012115565,3.42837038573377,0.000173664150124249,"TRUE",24.6595456122017,1114.61183602469,486.609858194987,5238.69633992513
"M578T443_1",577.869918407176,442.8495,-2.20233161185133,-1.13903171629257,0.999999999953486,"FALSE",11.1180863974403,3.47483659315617,2.79179677685634e-05,"TRUE",24.4857131363771,38510.1978236607,17486.1031901042,194412.006022135
"M700T527_1",699.74921825296,527.203,-1.70607251444946,-0.770678967883232,0.999999999953486,"FALSE",14.3359507651276,3.84156568266419,2.7712105986845e-05,"TRUE",24.4581715688849,791.164692470006,463.734504699707,6648.07502746582
"M534T491_3",533.822516237172,490.8,-2.27649705660692,-1.18681559402816,0.999999999953486,"FALSE",10.7234987208571,3.42270378087992,3.74116833672229e-05,"TRUE",24.4120132745592,1642.55291748047,721.526484171549,7737.28833007812
"M512T489_4",512.311426912319,488.8055,-2.30544930614628,-1.20504794309729,0.999999999953486,"FALSE",10.5788632128789,3.40311270104848,2.86392876379411e-05,"TRUE",24.389032853948,1799.11894226074,780.376708984375,8255.4984588623
"M446T369",446.260318025218,369.3715,-2.08095489634913,-1.05724569572264,0.999999999953486,"FALSE",11.7181966915317,3.55067866598237,6.22639455079867e-06,"TRUE",24.3850387816251,39461.9412667411,18963.3813476562,222216.632568359
"M396T415",396.230336355525,415.088,-2.06620756439871,-1.04698518986957,0.999999999953486,"FALSE",11.6886529191245,3.54703676822302,3.82215544653271e-05,"TRUE",24.151183079126,1694.68137904576,820.189320882161,9586.908299764
"M736T800",736.257631029936,799.5425,3.65507993802115,1.86990295882493,0.0233751392235802,"TRUE",-6.58329236504664,-2.71880926949221,0.000791473659375329,"TRUE",24.0624598496098,2732.39389910017,9987.1181233724,1517.04004160563
"M490T379",490.286629334169,378.515,-1.99107834747784,-0.993549991170854,0.999999999953486,"FALSE",12.0842332672708,3.59505403331169,7.67609173901112e-06,"TRUE",24.0606552043344,29558.4241420201,14845.4349772135,179395.69921875
"M517T437_1",516.817078750757,437.0105,-1.98549440424841,-0.989498294896911,0.999999999953486,"FALSE",12.1114809094789,3.59830337363864,9.04037114045553e-06,"TRUE",24.0472775729319,3857.72494070871,1942.95432535807,23532.0542195638
"M419T427_2",419.18506067867,427.179,-2.25077153293058,-1.17041962185821,0.999999999953486,"FALSE",10.6706300643474,3.41557345979127,0.0188627805590389,"TRUE",24.0171503872664,4095.78137207031,1819.72328694661,19417.5940144857
"M869T443_2",869.103781119019,443.488,2.96240859534782,1.56677064056861,0.000579748984683379,"TRUE",-8.10702990439081,-3.01917346474744,2.55670657610297e-06,"TRUE",24.0163350715092,6158.52540806362,18244.0686035156,2250.40104929606
"M500T491",500.306182824144,491.474,-2.14589302967542,-1.10157816118148,0.999999999953486,"FALSE",11.1782130765231,3.4826176755834,1.75005820705495e-05,"TRUE",23.9872495251376,1655.03672572545,771.257794698079,8621.28396606445
"M329T342",329.207677913808,341.57,-1.9122046611756,-0.93523694165635,0.999999999953486,"FALSE",12.5421882443539,3.64871717300038,1.24222863133119e-05,"TRUE",23.9832308221953,4475.34147862026,2340.40925089518,29353.8533935547
"M537T437_1",536.822635486795,437.023,-2.01399276341028,-1.010058499526,0.999999999953486,"FALSE",11.9067541609337,3.57370827600395,6.95631235404102e-06,"TRUE",23.9801167158256,2465.30153111049,1224.08658854167,14574.8980814616
"M350T342",350.187631998039,341.858,-1.92897274985632,-0.947832762917948,0.999999999953486,"FALSE",12.410295608843,3.63346557524947,4.29308957549167e-05,"TRUE",23.9391220471196,13371.1642368862,6931.75382486979,86025.114054362
"M363T410_2",363.227735449599,410.391,-1.91932587732634,-0.940599683752329,0.999999999953486,"FALSE",12.4477909679706,3.63781783378134,1.20944512982946e-05,"TRUE",23.891367320375,8783.62458583287,4576.41127522786,56966.2109375
"M595T447_1",594.803700473716,446.919,2.60571916879197,1.38168160592329,0.0219705174252726,"TRUE",-9.15951055740519,-3.19527050931896,4.45681771154818e-05,"TRUE",23.8671122361831,3787.01541573661,9867.89866129557,1077.33907826742
"M583T522_1",582.680912295435,522.273,-1.65544975390268,-0.727223222818562,0.999999999953486,"FALSE",14.4022445731459,3.84822176642966,3.33382379191272e-05,"TRUE",23.8421922342606,1385.60256086077,836.994633992513,12054.6014251709
